protocol,profile,strategy_name,strategy_type,strategy_group,base_candidate,feature_family,constraint_status,robust_score,original_mandate_aware_score,profile_score,profile_multiplier,profile_eligible,failed_constraints,annualized_return,annualized_volatility,sharpe,max_drawdown,average_turnover,average_effective_number_of_assets,average_max_weight,max_drawdown_limit,max_annualized_volatility_limit,min_effective_assets,max_average_turnover_limit,drawdown_pass,volatility_pass,effective_assets_pass,turnover_pass,drawdown_multiplier,volatility_multiplier,effective_assets_multiplier,turnover_multiplier,profile_rank,profile_eligible_rank
zero_cash,conservative,defensive_risk_off_12p,benchmark,,,,,0.549504604012012,0.42198436616976254,0.013910332947351224,0.025314315559487377,False,drawdown;volatility;effective_assets;turnover,0.08585423077929355,0.14231637410267597,0.6507149699585638,-0.18835385344648825,0.24561403508771928,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,False,0.5309156046993763,0.7026598353879767,0.3333333333333333,0.2035714285714286,14,
zero_cash,conservative,BuyHold_TLT,benchmark,,,,,0.20422830608593964,0.0,0.0114449378647083,0.056039919656838605,False,drawdown;volatility;effective_assets,-0.09045372223037107,0.1516641905461336,-0.5489279650114005,-0.39219151157207677,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.25497747159074363,0.6593514239577981,0.3333333333333333,1.0,15,
zero_cash,conservative,V8_ewma_garch_vol_current_cap_uncapped,td3,,V8_ewma_garch_vol_current,,,0.37598099783740996,0.2796394088966916,0.006538728747340376,0.017391114936526654,False,drawdown;volatility;effective_assets;turnover,0.05578883032115978,0.11610593053679893,0.5254590591355164,-0.20397413047277035,0.530399548934085,1.3107241932933702,0.8773893414866458,-0.1,0.1,3.0,0.05,False,False,False,False,0.4902582487701771,0.8612824473105251,0.4369080644311234,0.09426855678984318,16,
zero_cash,conservative,BuyHold_BTC-USD,benchmark,,,,,0.29607281855547574,0.0,0.0029908000500573437,0.010101569149945292,False,drawdown;volatility;effective_assets,0.12977333896755172,0.5131787191095913,0.4918542301179646,-0.6430152393197859,0.0,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,True,0.15551730952097664,0.19486388713372313,0.3333333333333333,1.0,17,
zero_cash,conservative,momentum_winner_12p,benchmark,,,,,0.715253378642922,0.0,0.002337549745383305,0.0032681421929364788,False,drawdown;volatility;effective_assets;turnover,0.3004846187538317,0.3614291915419867,0.8971611533196885,-0.3093328814892037,0.45614035087719296,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,False,0.32327633427967856,0.27667936719046987,0.3333333333333333,0.10961538461538463,18,
zero_cash,conservative,risk_adjusted_momentum_winner_12p_12p,benchmark,,,,,0.38124000518758683,0.0,0.0011650701576756634,0.003056001840893895,False,drawdown;volatility;effective_assets;turnover,0.11602948225160326,0.30909878578090305,0.5018355888550975,-0.49059016063546523,0.35964912280701755,1.0,1.0,-0.1,0.1,3.0,0.05,False,False,False,False,0.20383613048918314,0.32352116734254177,0.3333333333333333,0.13902439024390245,19,
zero_cash,moderate,rolling_markowitz_min_variance_52p,benchmark,,,,,0.602541768543386,0.42168833120493804,0.3915007144186311,0.6497486728016617,False,drawdown,0.08190227967534502,0.10439543275418126,0.8064203650326056,-0.23085849387458168,0.037810999613717804,2.647942470859379,0.47796827291972954,-0.15,0.15,2.3,0.1,False,True,True,True,0.6497486728016617,1.0,1.0,1.0,1,
zero_cash,moderate,rolling_markowitz_long_only_52p,benchmark,,,,,0.9001860655429608,0.6599855630938487,0.3518731663577493,0.3908893725715602,False,drawdown;volatility;effective_assets;turnover,0.27619360337745547,0.2245106918365903,1.1988242479757492,-0.21063077134628416,0.10383556675119289,1.9620233202532145,0.5909031263913668,-0.15,0.15,2.3,0.1,False,False,False,False,0.7121466585401944,0.6681196283924742,0.8530536175013976,0.9630611468574777,2,
zero_cash,moderate,Equal_Weight,benchmark,,,,,0.5652576816556425,0.3755323335057142,0.3374034845201661,0.5969020775302154,False,drawdown,0.0991563667059947,0.13021917701748498,0.7913205232039142,-0.2512975002879043,0.0,4.999999999999999,0.2,-0.15,0.15,2.3,0.1,False,True,True,True,0.5969020775302154,1.0,1.0,1.0,3,
zero_cash,moderate,rolling_risk_parity_inverse_vol_12p,benchmark,,,,,0.5750337680629098,0.3623593244871615,0.31947337921070657,0.555573249701321,False,drawdown,0.0870721448064411,0.11238619088106326,0.7993464897270386,-0.26999140091903406,0.06561194255980307,3.3504992995213074,0.38111933621673044,-0.15,0.15,2.3,0.1,False,True,True,True,0.555573249701321,1.0,1.0,1.0,4,
