protocol,candidate,metric,mean_of_seed_metrics,median_of_seed_metrics,std_of_seed_metrics,minimum_of_seed_metrics,maximum_of_seed_metrics,p10_of_seed_metrics,p90_of_seed_metrics,n_seeds,metric_of_mean_path,metric_of_median_return_path,difference,relative_difference,primary_value,primary_method
zero_cash,V5_no_volatility_block_cap_0p50,average_effective_number_of_assets,2.8006662863090668,2.7910774740203186,0.05820985527145024,2.6859106678915365,2.8834752580143608,2.7509111992903668,2.862192801512999,10,2.800666286309067,,4.440892098500626e-16,1.5856555706796383e-16,2.8006662863090668,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,mean_cash_weight,0.24155553827371962,0.24483920396461084,0.07283641496200544,0.10833680640157164,0.31851277596555777,0.16354189636877725,0.31643707748815575,10,0.24155553827371967,,5.551115123125783e-17,2.2980699025975196e-16,0.24155553827371962,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,cash_above_10_rate,0.6890350877192983,0.7039473684210527,0.17234665725732745,0.3684210526315789,0.9078947368421053,0.5105263157894736,0.868421052631579,10,0.9736842105263158,,0.2846491228070175,0.4131126670910247,0.6890350877192983,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,mean_btc_weight,0.09719205908823875,0.08441867486299807,0.03449740382802626,0.05882633321249703,0.17367263941173294,0.06920608784725264,0.1272674888387094,10,0.09719205908823873,,-1.3877787807814457e-17,-1.427872599675565e-16,0.09719205908823875,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,mean_cash_transaction_cost_contribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,0.0,,0.0,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,mean_btc_transaction_cost_contribution,6.1308209902845e-05,5.890676343384035e-05,1.8380303565351194e-05,3.630519431073207e-05,8.777442756219573e-05,4.229259060645735e-05,8.495549571171304e-05,10,6.1308209902845e-05,,0.0,0.0,6.1308209902845e-05,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V5_no_volatility_block_cap_0p50,dsr_score,0.2034555575394259,0.2070326524268207,0.12815270895561676,0.03354972581067961,0.41662343566197285,0.046298238787043824,0.3977229959065997,10,0.2070326524268207,,0.0035770948873947994,0.017581701530574437,0.2034555575394259,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,cumulative_return,0.4781943067393334,0.26608314499399277,0.44592134612454487,0.012556627257507058,1.4113745706760743,0.11827905213224442,1.0043611601617126,10,0.4577886030475864,0.4073073235502316,-0.02040570369174699,-0.04267241036575173,0.4781943067393334,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,annualized_return,0.08612999104700117,0.055249696163105266,0.07016075099609907,0.002850015096010461,0.2223150858856815,0.02572954114402821,0.17142069006511026,10,0.08976748249339628,0.0810433095826728,0.003637491446395108,0.042232576622585824,0.08612999104700117,mean_of_metrics_across_ten_full_oos_seed_histories
zero_cash,V7_real_macro_vintage_clean_no_dxy_garch_cap_0p80,annualized_volatility,0.12734486503333614,0.11376424590232796,0.04185638746439476,0.0869684107052217,0.22632931607569767,0.09531421458530112,0.17521130050401512,10,0.08429722705585517,0.07484907267612778,-0.04304763797748097,-0.33803984138828075,0.12734486503333614,mean_of_metrics_across_ten_full_oos_seed_histories
